,Filename,Label,ClassName
8247,Forest/Forest_2975.jpg,1,Forest
13178,SeaLake/SeaLake_1218.jpg,2,SeaLake
13479,SeaLake/SeaLake_560.jpg,2,SeaLake
8305,Forest/Forest_975.jpg,1,Forest
13775,SeaLake/SeaLake_314.jpg,2,SeaLake
2161,Forest/Forest_19.jpg,1,Forest
14408,SeaLake/SeaLake_2032.jpg,2,SeaLake
4061,SeaLake/SeaLake_873.jpg,2,SeaLake
2101,Forest/Forest_1781.jpg,1,Forest
1949,SeaLake/SeaLake_114.jpg,2,SeaLake
2010,SeaLake/SeaLake_1759.jpg,2,SeaLake
2384,Forest/Forest_927.jpg,1,Forest
7832,Forest/Forest_1846.jpg,1,Forest
7425,Forest/Forest_2163.jpg,1,Forest
14559,SeaLake/SeaLake_2154.jpg,2,SeaLake
13406,SeaLake/SeaLake_746.jpg,2,SeaLake
9410,Forest/Forest_1116.jpg,1,Forest
7983,Forest/Forest_1004.jpg,1,Forest
9227,Forest/Forest_2901.jpg,1,Forest
8354,Forest/Forest_1120.jpg,1,Forest
8639,Forest/Forest_2137.jpg,1,Forest
2083,SeaLake/SeaLake_926.jpg,2,SeaLake
14954,SeaLake/SeaLake_436.jpg,2,SeaLake
13709,SeaLake/SeaLake_1233.jpg,2,SeaLake
1876,SeaLake/SeaLake_1055.jpg,2,SeaLake
14316,SeaLake/SeaLake_345.jpg,2,SeaLake
2581,Forest/Forest_1859.jpg,1,Forest
13738,SeaLake/SeaLake_710.jpg,2,SeaLake
8527,Forest/Forest_2389.jpg,1,Forest
9125,Forest/Forest_2944.jpg,1,Forest
14501,SeaLake/SeaLake_384.jpg,2,SeaLake
4091,SeaLake/SeaLake_2778.jpg,2,SeaLake
14915,SeaLake/SeaLake_1190.jpg,2,SeaLake
8539,Forest/Forest_2590.jpg,1,Forest
14659,SeaLake/SeaLake_269.jpg,2,SeaLake
7610,Forest/Forest_2926.jpg,1,Forest
8273,Forest/Forest_93.jpg,1,Forest
13885,SeaLake/SeaLake_1247.jpg,2,SeaLake
14335,SeaLake/SeaLake_1971.jpg,2,SeaLake
8346,Forest/Forest_8.jpg,1,Forest
8715,Forest/Forest_2400.jpg,1,Forest
1069,Forest/Forest_42.jpg,1,Forest
14469,SeaLake/SeaLake_1567.jpg,2,SeaLake
8576,Forest/Forest_2430.jpg,1,Forest
1927,SeaLake/SeaLake_1497.jpg,2,SeaLake
1932,SeaLake/SeaLake_2670.jpg,2,SeaLake
8821,Forest/Forest_216.jpg,1,Forest
14058,SeaLake/SeaLake_473.jpg,2,SeaLake
15004,SeaLake/SeaLake_2660.jpg,2,SeaLake
2681,Forest/Forest_951.jpg,1,Forest
8103,Forest/Forest_922.jpg,1,Forest
7403,Forest/Forest_1901.jpg,1,Forest
1318,Forest/Forest_1726.jpg,1,Forest
14240,SeaLake/SeaLake_1390.jpg,2,SeaLake
8216,Forest/Forest_138.jpg,1,Forest
7864,Forest/Forest_1930.jpg,1,Forest
7756,Forest/Forest_2520.jpg,1,Forest
15017,SeaLake/SeaLake_2694.jpg,2,SeaLake
13961,SeaLake/SeaLake_643.jpg,2,SeaLake
13664,SeaLake/SeaLake_845.jpg,2,SeaLake
2054,SeaLake/SeaLake_2812.jpg,2,SeaLake
7408,Forest/Forest_2843.jpg,1,Forest
13082,SeaLake/SeaLake_27.jpg,2,SeaLake
3863,SeaLake/SeaLake_651.jpg,2,SeaLake
4012,SeaLake/SeaLake_2737.jpg,2,SeaLake
14791,SeaLake/SeaLake_522.jpg,2,SeaLake
8151,Forest/Forest_1526.jpg,1,Forest
13311,SeaLake/SeaLake_2447.jpg,2,SeaLake
9062,Forest/Forest_2949.jpg,1,Forest
3945,SeaLake/SeaLake_612.jpg,2,SeaLake
1332,Forest/Forest_455.jpg,1,Forest
1124,Forest/Forest_2258.jpg,1,Forest
8834,Forest/Forest_1580.jpg,1,Forest
3710,SeaLake/SeaLake_762.jpg,2,SeaLake
13951,SeaLake/SeaLake_2415.jpg,2,SeaLake
3848,SeaLake/SeaLake_2152.jpg,2,SeaLake
4153,SeaLake/SeaLake_1332.jpg,2,SeaLake
13142,SeaLake/SeaLake_1172.jpg,2,SeaLake
14831,SeaLake/SeaLake_2692.jpg,2,SeaLake
8699,Forest/Forest_1051.jpg,1,Forest
7415,Forest/Forest_2302.jpg,1,Forest
7604,Forest/Forest_969.jpg,1,Forest
9219,Forest/Forest_1222.jpg,1,Forest
2199,Forest/Forest_2952.jpg,1,Forest
7889,Forest/Forest_1451.jpg,1,Forest
9157,Forest/Forest_1721.jpg,1,Forest
8009,Forest/Forest_166.jpg,1,Forest
14583,SeaLake/SeaLake_2931.jpg,2,SeaLake
8926,Forest/Forest_437.jpg,1,Forest
2472,Forest/Forest_251.jpg,1,Forest
13832,SeaLake/SeaLake_196.jpg,2,SeaLake
1195,Forest/Forest_1876.jpg,1,Forest
7838,Forest/Forest_738.jpg,1,Forest
8459,Forest/Forest_159.jpg,1,Forest
7872,Forest/Forest_496.jpg,1,Forest
14839,SeaLake/SeaLake_1050.jpg,2,SeaLake
3786,SeaLake/SeaLake_401.jpg,2,SeaLake
14889,SeaLake/SeaLake_1500.jpg,2,SeaLake
3749,SeaLake/SeaLake_2305.jpg,2,SeaLake
9388,Forest/Forest_1115.jpg,1,Forest
14141,SeaLake/SeaLake_2137.jpg,2,SeaLake
13520,SeaLake/SeaLake_30.jpg,2,SeaLake
2604,Forest/Forest_1391.jpg,1,Forest
1887,SeaLake/SeaLake_1279.jpg,2,SeaLake
7643,Forest/Forest_1267.jpg,1,Forest
14207,SeaLake/SeaLake_427.jpg,2,SeaLake
13014,SeaLake/SeaLake_722.jpg,2,SeaLake
9269,Forest/Forest_1797.jpg,1,Forest
2669,Forest/Forest_835.jpg,1,Forest
14764,SeaLake/SeaLake_2439.jpg,2,SeaLake
2309,Forest/Forest_672.jpg,1,Forest
7960,Forest/Forest_2315.jpg,1,Forest
8908,Forest/Forest_43.jpg,1,Forest
9430,Forest/Forest_2868.jpg,1,Forest
8322,Forest/Forest_1643.jpg,1,Forest
4187,SeaLake/SeaLake_1617.jpg,2,SeaLake
1974,SeaLake/SeaLake_861.jpg,2,SeaLake
8733,Forest/Forest_164.jpg,1,Forest
9315,Forest/Forest_236.jpg,1,Forest
15012,SeaLake/SeaLake_788.jpg,2,SeaLake
2506,Forest/Forest_2273.jpg,1,Forest
4082,SeaLake/SeaLake_496.jpg,2,SeaLake
1979,SeaLake/SeaLake_974.jpg,2,SeaLake
9222,Forest/Forest_2484.jpg,1,Forest
13983,SeaLake/SeaLake_805.jpg,2,SeaLake
13355,SeaLake/SeaLake_1761.jpg,2,SeaLake
13679,SeaLake/SeaLake_2215.jpg,2,SeaLake
13552,SeaLake/SeaLake_72.jpg,2,SeaLake
7527,Forest/Forest_2631.jpg,1,Forest
3842,SeaLake/SeaLake_333.jpg,2,SeaLake
14275,SeaLake/SeaLake_1763.jpg,2,SeaLake
3702,SeaLake/SeaLake_69.jpg,2,SeaLake
1952,SeaLake/SeaLake_1819.jpg,2,SeaLake
14337,SeaLake/SeaLake_1725.jpg,2,SeaLake
14120,SeaLake/SeaLake_381.jpg,2,SeaLake
7695,Forest/Forest_994.jpg,1,Forest
14757,SeaLake/SeaLake_338.jpg,2,SeaLake
8091,Forest/Forest_1944.jpg,1,Forest
14829,SeaLake/SeaLake_2745.jpg,2,SeaLake
14397,SeaLake/SeaLake_540.jpg,2,SeaLake
8344,Forest/Forest_2303.jpg,1,Forest
2273,Forest/Forest_939.jpg,1,Forest
8396,Forest/Forest_2634.jpg,1,Forest
9025,Forest/Forest_2207.jpg,1,Forest
1155,Forest/Forest_1477.jpg,1,Forest
7350,Forest/Forest_2043.jpg,1,Forest
2123,Forest/Forest_1141.jpg,1,Forest
14964,SeaLake/SeaLake_697.jpg,2,SeaLake
13631,SeaLake/SeaLake_2927.jpg,2,SeaLake
3837,SeaLake/SeaLake_1939.jpg,2,SeaLake
13264,SeaLake/SeaLake_1888.jpg,2,SeaLake
2679,Forest/Forest_100.jpg,1,Forest
14419,SeaLake/SeaLake_779.jpg,2,SeaLake
9413,Forest/Forest_1031.jpg,1,Forest
2623,Forest/Forest_343.jpg,1,Forest
13991,SeaLake/SeaLake_715.jpg,2,SeaLake
1299,Forest/Forest_2552.jpg,1,Forest
14899,SeaLake/SeaLake_1720.jpg,2,SeaLake
9044,Forest/Forest_677.jpg,1,Forest
7947,Forest/Forest_2144.jpg,1,Forest
13509,SeaLake/SeaLake_2138.jpg,2,SeaLake
2163,Forest/Forest_2325.jpg,1,Forest
8939,Forest/Forest_1589.jpg,1,Forest
14536,SeaLake/SeaLake_1024.jpg,2,SeaLake
7352,Forest/Forest_503.jpg,1,Forest
1973,SeaLake/SeaLake_2331.jpg,2,SeaLake
2118,SeaLake/SeaLake_1056.jpg,2,SeaLake
1327,Forest/Forest_874.jpg,1,Forest
2382,Forest/Forest_847.jpg,1,Forest
8431,Forest/Forest_401.jpg,1,Forest
7370,Forest/Forest_630.jpg,1,Forest
14712,SeaLake/SeaLake_133.jpg,2,SeaLake
7506,Forest/Forest_2217.jpg,1,Forest
7791,Forest/Forest_1482.jpg,1,Forest
4083,SeaLake/SeaLake_2551.jpg,2,SeaLake
8210,Forest/Forest_1510.jpg,1,Forest
9097,Forest/Forest_2790.jpg,1,Forest
8584,Forest/Forest_198.jpg,1,Forest
2448,Forest/Forest_1509.jpg,1,Forest
7438,Forest/Forest_2727.jpg,1,Forest
7617,Forest/Forest_2845.jpg,1,Forest
13339,SeaLake/SeaLake_241.jpg,2,SeaLake
4044,SeaLake/SeaLake_229.jpg,2,SeaLake
2481,Forest/Forest_1872.jpg,1,Forest
14025,SeaLake/SeaLake_2691.jpg,2,SeaLake
2417,Forest/Forest_1686.jpg,1,Forest
14057,SeaLake/SeaLake_82.jpg,2,SeaLake
8924,Forest/Forest_2501.jpg,1,Forest
8643,Forest/Forest_2623.jpg,1,Forest
9029,Forest/Forest_36.jpg,1,Forest
8099,Forest/Forest_601.jpg,1,Forest
2209,Forest/Forest_405.jpg,1,Forest
1171,Forest/Forest_1898.jpg,1,Forest
8104,Forest/Forest_2111.jpg,1,Forest
2546,Forest/Forest_652.jpg,1,Forest
8590,Forest/Forest_305.jpg,1,Forest
14292,SeaLake/SeaLake_2651.jpg,2,SeaLake
1272,Forest/Forest_828.jpg,1,Forest
2443,Forest/Forest_1766.jpg,1,Forest
1220,Forest/Forest_1552.jpg,1,Forest
4247,SeaLake/SeaLake_1594.jpg,2,SeaLake
13797,SeaLake/SeaLake_1398.jpg,2,SeaLake
13801,SeaLake/SeaLake_221.jpg,2,SeaLake
7814,Forest/Forest_2240.jpg,1,Forest
13576,SeaLake/SeaLake_1170.jpg,2,SeaLake
8718,Forest/Forest_830.jpg,1,Forest
14734,SeaLake/SeaLake_1187.jpg,2,SeaLake
14260,SeaLake/SeaLake_2432.jpg,2,SeaLake
8421,Forest/Forest_819.jpg,1,Forest
13532,SeaLake/SeaLake_1278.jpg,2,SeaLake
7409,Forest/Forest_1770.jpg,1,Forest
7871,Forest/Forest_1035.jpg,1,Forest
2560,Forest/Forest_2663.jpg,1,Forest
8785,Forest/Forest_2104.jpg,1,Forest
4175,SeaLake/SeaLake_2636.jpg,2,SeaLake
7788,Forest/Forest_1165.jpg,1,Forest
3779,SeaLake/SeaLake_2687.jpg,2,SeaLake
2041,SeaLake/SeaLake_1216.jpg,2,SeaLake
13464,SeaLake/SeaLake_1953.jpg,2,SeaLake
7553,Forest/Forest_562.jpg,1,Forest
13608,SeaLake/SeaLake_359.jpg,2,SeaLake
14404,SeaLake/SeaLake_235.jpg,2,SeaLake
1178,Forest/Forest_2517.jpg,1,Forest
2559,Forest/Forest_2407.jpg,1,Forest
7968,Forest/Forest_1945.jpg,1,Forest
14598,SeaLake/SeaLake_40.jpg,2,SeaLake
7456,Forest/Forest_524.jpg,1,Forest
8711,Forest/Forest_149.jpg,1,Forest
1054,Forest/Forest_427.jpg,1,Forest
3999,SeaLake/SeaLake_573.jpg,2,SeaLake
8494,Forest/Forest_665.jpg,1,Forest
3816,SeaLake/SeaLake_1286.jpg,2,SeaLake
1881,SeaLake/SeaLake_1369.jpg,2,SeaLake
13814,SeaLake/SeaLake_1801.jpg,2,SeaLake
7979,Forest/Forest_728.jpg,1,Forest
2101,SeaLake/SeaLake_1105.jpg,2,SeaLake
4232,SeaLake/SeaLake_1289.jpg,2,SeaLake
2074,SeaLake/SeaLake_398.jpg,2,SeaLake
14976,SeaLake/SeaLake_996.jpg,2,SeaLake
4088,SeaLake/SeaLake_1896.jpg,2,SeaLake
15011,SeaLake/SeaLake_2499.jpg,2,SeaLake
13473,SeaLake/SeaLake_1145.jpg,2,SeaLake
8493,Forest/Forest_1578.jpg,1,Forest
8098,Forest/Forest_2502.jpg,1,Forest
9422,Forest/Forest_1559.jpg,1,Forest
14843,SeaLake/SeaLake_1599.jpg,2,SeaLake
14622,SeaLake/SeaLake_870.jpg,2,SeaLake
7380,Forest/Forest_1363.jpg,1,Forest
7671,Forest/Forest_2011.jpg,1,Forest
12999,SeaLake/SeaLake_702.jpg,2,SeaLake
7589,Forest/Forest_2529.jpg,1,Forest
8922,Forest/Forest_1335.jpg,1,Forest
7820,Forest/Forest_1128.jpg,1,Forest
3752,SeaLake/SeaLake_2444.jpg,2,SeaLake
13016,SeaLake/SeaLake_745.jpg,2,SeaLake
1336,Forest/Forest_2506.jpg,1,Forest
8362,Forest/Forest_1370.jpg,1,Forest
2046,SeaLake/SeaLake_2440.jpg,2,SeaLake
14658,SeaLake/SeaLake_1106.jpg,2,SeaLake
7539,Forest/Forest_1238.jpg,1,Forest
9393,Forest/Forest_136.jpg,1,Forest
13808,SeaLake/SeaLake_390.jpg,2,SeaLake
3777,SeaLake/SeaLake_1201.jpg,2,SeaLake
14280,SeaLake/SeaLake_539.jpg,2,SeaLake
8225,Forest/Forest_838.jpg,1,Forest
2383,Forest/Forest_673.jpg,1,Forest
7592,Forest/Forest_724.jpg,1,Forest
14296,SeaLake/SeaLake_1891.jpg,2,SeaLake
13526,SeaLake/SeaLake_227.jpg,2,SeaLake
14682,SeaLake/SeaLake_2773.jpg,2,SeaLake
2138,Forest/Forest_1503.jpg,1,Forest
7685,Forest/Forest_143.jpg,1,Forest
9081,Forest/Forest_571.jpg,1,Forest
7903,Forest/Forest_449.jpg,1,Forest
4042,SeaLake/SeaLake_1583.jpg,2,SeaLake
2687,Forest/Forest_1442.jpg,1,Forest
8815,Forest/Forest_1132.jpg,1,Forest
9055,Forest/Forest_1888.jpg,1,Forest
13088,SeaLake/SeaLake_1988.jpg,2,SeaLake
13167,SeaLake/SeaLake_2529.jpg,2,SeaLake
13502,SeaLake/SeaLake_396.jpg,2,SeaLake
1333,Forest/Forest_1796.jpg,1,Forest
14314,SeaLake/SeaLake_132.jpg,2,SeaLake
14629,SeaLake/SeaLake_2818.jpg,2,SeaLake
7544,Forest/Forest_2563.jpg,1,Forest
13720,SeaLake/SeaLake_1890.jpg,2,SeaLake
2618,Forest/Forest_464.jpg,1,Forest
1153,Forest/Forest_1499.jpg,1,Forest
9208,Forest/Forest_844.jpg,1,Forest
14268,SeaLake/SeaLake_2173.jpg,2,SeaLake
2367,Forest/Forest_2527.jpg,1,Forest
13119,SeaLake/SeaLake_181.jpg,2,SeaLake
15013,SeaLake/SeaLake_2740.jpg,2,SeaLake
1143,Forest/Forest_2582.jpg,1,Forest
3700,SeaLake/SeaLake_1019.jpg,2,SeaLake
1204,Forest/Forest_1729.jpg,1,Forest
8316,Forest/Forest_370.jpg,1,Forest
8039,Forest/Forest_1006.jpg,1,Forest
8253,Forest/Forest_332.jpg,1,Forest
14351,SeaLake/SeaLake_955.jpg,2,SeaLake
8069,Forest/Forest_2557.jpg,1,Forest
8688,Forest/Forest_1029.jpg,1,Forest
13444,SeaLake/SeaLake_2361.jpg,2,SeaLake
13779,SeaLake/SeaLake_842.jpg,2,SeaLake
2509,Forest/Forest_807.jpg,1,Forest
3915,SeaLake/SeaLake_1542.jpg,2,SeaLake
4095,SeaLake/SeaLake_1120.jpg,2,SeaLake
2387,Forest/Forest_751.jpg,1,Forest
8663,Forest/Forest_1150.jpg,1,Forest
14827,SeaLake/SeaLake_2492.jpg,2,SeaLake
3765,SeaLake/SeaLake_2701.jpg,2,SeaLake
13651,SeaLake/SeaLake_1843.jpg,2,SeaLake
9345,Forest/Forest_2123.jpg,1,Forest
14321,SeaLake/SeaLake_26.jpg,2,SeaLake
1297,Forest/Forest_2013.jpg,1,Forest
14001,SeaLake/SeaLake_1496.jpg,2,SeaLake
3827,SeaLake/SeaLake_2970.jpg,2,SeaLake
2067,SeaLake/SeaLake_1926.jpg,2,SeaLake
14091,SeaLake/SeaLake_39.jpg,2,SeaLake
12968,SeaLake/SeaLake_491.jpg,2,SeaLake
8990,Forest/Forest_77.jpg,1,Forest
1316,Forest/Forest_680.jpg,1,Forest
2140,SeaLake/SeaLake_1585.jpg,2,SeaLake
14464,SeaLake/SeaLake_603.jpg,2,SeaLake
2579,Forest/Forest_179.jpg,1,Forest
9011,Forest/Forest_947.jpg,1,Forest
8776,Forest/Forest_2928.jpg,1,Forest
9379,Forest/Forest_2139.jpg,1,Forest
8521,Forest/Forest_747.jpg,1,Forest
14600,SeaLake/SeaLake_1097.jpg,2,SeaLake
9427,Forest/Forest_224.jpg,1,Forest
8382,Forest/Forest_781.jpg,1,Forest
14784,SeaLake/SeaLake_2536.jpg,2,SeaLake
2137,Forest/Forest_345.jpg,1,Forest
7855,Forest/Forest_2272.jpg,1,Forest
8918,Forest/Forest_1296.jpg,1,Forest
7507,Forest/Forest_1653.jpg,1,Forest
13681,SeaLake/SeaLake_29.jpg,2,SeaLake
8884,Forest/Forest_333.jpg,1,Forest
13350,SeaLake/SeaLake_2018.jpg,2,SeaLake
8948,Forest/Forest_909.jpg,1,Forest
13237,SeaLake/SeaLake_2540.jpg,2,SeaLake
13004,SeaLake/SeaLake_2482.jpg,2,SeaLake
4265,SeaLake/SeaLake_1982.jpg,2,SeaLake
9105,Forest/Forest_118.jpg,1,Forest
13326,SeaLake/SeaLake_1412.jpg,2,SeaLake
9389,Forest/Forest_1225.jpg,1,Forest
7367,Forest/Forest_1532.jpg,1,Forest
2024,SeaLake/SeaLake_1942.jpg,2,SeaLake
13751,SeaLake/SeaLake_1578.jpg,2,SeaLake
2051,SeaLake/SeaLake_1059.jpg,2,SeaLake
9009,Forest/Forest_1685.jpg,1,Forest
9306,Forest/Forest_1861.jpg,1,Forest
1134,Forest/Forest_1763.jpg,1,Forest
13277,SeaLake/SeaLake_921.jpg,2,SeaLake
14742,SeaLake/SeaLake_525.jpg,2,SeaLake
7489,Forest/Forest_2842.jpg,1,Forest
14579,SeaLake/SeaLake_1580.jpg,2,SeaLake
7724,Forest/Forest_1805.jpg,1,Forest
14872,SeaLake/SeaLake_498.jpg,2,SeaLake
14294,SeaLake/SeaLake_2813.jpg,2,SeaLake
4049,SeaLake/SeaLake_2598.jpg,2,SeaLake
7932,Forest/Forest_2449.jpg,1,Forest
14379,SeaLake/SeaLake_667.jpg,2,SeaLake
1247,Forest/Forest_1506.jpg,1,Forest
7364,Forest/Forest_2968.jpg,1,Forest
8933,Forest/Forest_1941.jpg,1,Forest
8268,Forest/Forest_2466.jpg,1,Forest
2188,Forest/Forest_1657.jpg,1,Forest
8529,Forest/Forest_2461.jpg,1,Forest
7881,Forest/Forest_949.jpg,1,Forest
13870,SeaLake/SeaLake_2091.jpg,2,SeaLake
8303,Forest/Forest_2037.jpg,1,Forest
14430,SeaLake/SeaLake_1955.jpg,2,SeaLake
14031,SeaLake/SeaLake_899.jpg,2,SeaLake
3754,SeaLake/SeaLake_2926.jpg,2,SeaLake
8779,Forest/Forest_83.jpg,1,Forest
